ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCVOG_HITS	CAPSID	RIBOSOMAL	MT
NODE_102_length_47310_cov_53.560329	47310	49.54	53.560329	61	1.29	0.439	0.309	1.440	229.00	229.00	0.10	0	1	0	0	0
NODE_103_length_47229_cov_56.730998	47229	48.51	56.730998	71	1.50	0.321	0.243	1.536	243.00	243.00	0.20	0	1	0	0	0
NODE_104_length_47077_cov_55.017064	47077	49.06	55.017064	63	1.34	0.365	0.282	0.703	350.50	350.50	0.14	0	1	0	0	0
NODE_105_length_47052_cov_54.686408	47052	49.03	54.686408	59	1.25	0.395	0.279	1.565	264.00	264.00	0.07	0	0	0	0	0
NODE_106_length_46758_cov_54.048157	46758	49.42	54.048157	65	1.39	0.413	0.315	1.600	239.00	239.00	0.09	0	0	0	0	0
NODE_107_length_46650_cov_59.550877	46650	49.08	59.550877	54	1.16	0.429	0.300	0.588	314.50	314.50	0.07	0	2	0	0	0
NODE_108_length_46607_cov_109.256652	46607	49.42	109.256652	71	1.52	0.315	0.255	1.219	231.00	231.00	0.14	0	0	0	0	0
NODE_109_length_46603_cov_57.000236	46603	48.08	57.000236	62	1.33	0.334	0.267	1.296	253.00	253.00	0.10	0	0	0	0	0
NODE_110_length_46571_cov_57.292468	46571	49.58	57.292468	59	1.27	0.440	0.270	0.735	236.00	236.00	0.05	0	0	0	0	0
NODE_111_length_46441_cov_53.555043	46441	48.65	53.555043	56	1.21	0.339	0.252	1.074	374.00	374.00	0.07	0	0	0	0	0
NODE_112_length_46344_cov_55.309119	46344	49.21	55.309119	63	1.36	0.398	0.297	1.100	191.50	191.50	0.08	0	0	0	0	0
NODE_113_length_46282_cov_47.765913	46282	50.68	47.765913	21	0.45	1.899	0.291	0.615	271.50	271.50	0.14	0	1	0	0	0
NODE_114_length_46220_cov_65.833409	46220	44.57	65.833409	61	1.32	0.558	0.381	0.968	158.00	158.00	0.18	0	0	0	0	0
NODE_115_length_45755_cov_52.047638	45755	49.14	52.047638	57	1.25	0.417	0.300	0.781	296.00	296.00	0.07	0	1	0	0	0
NODE_116_length_45722_cov_52.296528	45722	49.37	52.296528	68	1.49	0.408	0.264	0.889	203.00	203.00	0.16	0	2	0	0	0
NODE_117_length_45719_cov_49.215635	45719	49.73	49.215635	62	1.36	0.449	0.275	0.632	222.50	222.50	0.13	0	0	0	0	0
NODE_118_length_45507_cov_53.319987	45507	49.14	53.319987	54	1.19	0.396	0.273	2.176	249.50	249.50	0.11	0	0	0	0	0
NODE_119_length_45361_cov_51.120970	45361	50.02	51.12097	68	1.50	0.424	0.297	0.700	176.00	176.00	0.09	0	0	0	0	0
NODE_120_length_45313_cov_57.642011	45313	48.29	57.642011	44	0.97	0.579	0.390	1.000	252.00	252.00	0.07	0	0	0	0	0
NODE_121_length_45278_cov_54.186390	45278	49.92	54.18639	48	1.06	0.620	0.400	2.200	306.00	306.00	0.12	0	0	0	0	0
NODE_122_length_45193_cov_55.949198	45193	48.80	55.949198	51	1.13	0.453	0.282	0.244	257.00	257.00	0.10	0	1	0	0	0
NODE_123_length_45048_cov_49.656579	45048	49.66	49.656579	46	1.02	0.547	0.298	0.586	237.50	237.50	0.13	0	0	0	0	0
NODE_124_length_45045_cov_59.277531	45045	46.22	59.277531	54	1.20	0.534	0.513	0.800	156.00	156.00	0.15	0	2	0	0	0
NODE_125_length_45037_cov_55.201050	45037	47.07	55.20105	54	1.20	0.321	0.213	1.000	419.00	419.00	0.20	0	0	0	0	0
NODE_126_length_44887_cov_53.454497	44887	47.73	53.454497	64	1.43	0.300	0.241	0.684	266.00	266.00	0.14	0	0	0	0	0
NODE_127_length_44705_cov_55.508795	44705	49.17	55.508795	56	1.25	0.376	0.264	0.600	315.00	315.00	0.07	0	1	0	0	0
NODE_128_length_44668_cov_57.782692	44668	48.92	57.782692	54	1.21	0.481	0.276	1.348	231.00	231.00	0.09	0	0	0	0	0
NODE_129_length_44664_cov_58.063920	44664	46.03	58.06392	46	1.03	0.605	0.544	0.917	240.00	240.00	0.09	0	0	0	0	0
NODE_130_length_44328_cov_56.922827	44328	49.39	56.922827	54	1.22	0.435	0.282	0.688	298.00	298.00	0.11	0	1	0	0	0
NODE_131_length_44097_cov_53.128578	44097	48.07	53.128578	71	1.61	0.332	0.270	1.029	223.00	223.00	0.14	0	0	0	0	0
NODE_132_length_43761_cov_53.106904	43761	49.44	53.106904	51	1.17	0.373	0.291	1.550	342.00	342.00	0.08	0	1	0	0	0
NODE_133_length_43079_cov_56.613692	43079	49.09	56.613692	54	1.25	0.399	0.288	1.700	282.50	282.50	0.22	0	0	0	0	0
NODE_134_length_42762_cov_53.034743	42762	49.31	53.034743	63	1.47	0.289	0.246	1.625	386.50	386.50	0.14	0	0	0	0	0
NODE_135_length_42316_cov_56.632141	42316	44.10	56.632141	42	0.99	0.789	0.518	1.211	110.00	110.00	0.05	0	0	0	0	0
NODE_136_length_42206_cov_57.076835	42206	46.20	57.076835	49	1.16	0.605	0.588	0.633	211.00	211.00	0.10	0	0	0	0	0
NODE_137_length_42180_cov_106.422274	42180	48.70	106.422274	61	1.45	0.374	0.264	0.848	212.00	212.00	0.15	0	1	0	0	0
NODE_138_length_42156_cov_55.525725	42156	49.13	55.525725	57	1.35	0.358	0.249	1.280	389.00	389.00	0.12	0	0	0	0	0
NODE_139_length_42084_cov_52.119718	42084	49.38	52.119718	54	1.28	0.387	0.303	0.800	195.00	195.00	0.02	0	0	0	0	0
NODE_140_length_41577_cov_49.662096	41577	48.63	49.662096	48	1.15	0.346	0.241	0.846	174.00	174.00	0.06	0	1	0	0	0
NODE_141_length_41540_cov_54.410342	41540	48.77	54.410342	59	1.42	0.352	0.270	0.405	258.00	258.00	0.10	0	0	0	0	0
NODE_142_length_41347_cov_51.420257	41347	49.24	51.420257	66	1.60	0.305	0.235	0.650	237.50	237.50	0.12	0	0	0	0	0
NODE_143_length_41022_cov_99.641299	41022	47.90	99.641299	56	1.37	0.299	0.241	1.074	328.00	328.00	0.14	0	0	0	0	0
NODE_144_length_40682_cov_53.605073	40682	49.11	53.605073	55	1.35	0.375	0.270	1.037	179.00	179.00	0.09	0	2	0	0	0
NODE_145_length_40607_cov_56.375154	40607	49.40	56.375154	56	1.38	0.455	0.282	1.000	222.50	222.50	0.11	0	0	0	0	0
NODE_146_length_40552_cov_58.882817	40552	49.19	58.882817	59	1.45	0.327	0.249	1.565	239.00	239.00	0.07	0	1	0	0	0
NODE_147_length_40474_cov_79.082358	40474	45.01	79.082358	60	1.48	0.452	0.306	0.935	128.00	128.00	0.18	1	1	0	0	0
NODE_148_length_40438_cov_52.534179	40438	49.13	52.534179	65	1.61	0.347	0.258	0.970	240.50	240.50	0.11	0	1	0	0	0
NODE_149_length_40405_cov_56.182057	40405	48.62	56.182057	47	1.16	0.516	0.327	0.679	188.00	188.00	0.15	0	0	0	0	0
NODE_150_length_40207_cov_52.762173	40207	49.65	52.762173	39	0.97	0.451	0.252	1.167	316.00	316.00	0.13	0	0	0	0	0
NODE_151_length_40026_cov_47.756490	40026	49.99	47.75649	49	1.22	0.551	0.264	1.227	194.00	194.00	0.12	0	0	0	0	0
NODE_152_length_40025_cov_54.854336	40025	47.56	54.854336	43	1.07	0.297	0.270	0.433	220.50	220.50	0.07	0	0	0	0	0
NODE_153_length_39860_cov_55.123947	39860	49.12	55.123947	51	1.28	0.371	0.300	0.962	278.00	278.00	0.04	0	0	0	0	0
NODE_154_length_39799_cov_51.480515	39799	47.40	51.480515	55	1.38	0.504	0.372	0.341	124.00	124.00	0.13	0	0	0	0	0
NODE_155_length_39766_cov_53.883696	39766	47.27	53.883696	50	1.26	0.292	0.243	0.471	254.50	254.50	0.08	0	0	0	0	0
NODE_156_length_39729_cov_54.271109	39729	49.61	54.271109	50	1.26	0.412	0.330	1.174	227.50	227.50	0.08	0	2	0	0	0
NODE_157_length_39589_cov_53.467124	39589	49.24	53.467124	54	1.36	0.341	0.252	0.742	371.00	371.00	0.17	0	0	0	0	0
NODE_158_length_39583_cov_53.181137	39583	47.38	53.181137	45	1.14	0.286	0.237	1.250	387.00	387.00	0.11	0	1	0	0	0
NODE_159_length_39386_cov_53.640718	39386	47.65	53.640718	42	1.07	0.343	0.307	0.750	525.00	525.00	0.10	0	0	0	0	0
NODE_160_length_39381_cov_56.080272	39381	50.18	56.080272	45	1.14	0.455	0.351	0.800	390.00	390.00	0.11	0	0	0	0	0
NODE_161_length_39368_cov_48.951821	39368	50.19	48.951821	48	1.22	0.429	0.304	0.920	271.00	271.00	0.15	0	0	0	0	0
NODE_162_length_39366_cov_55.391356	39366	48.58	55.391356	61	1.55	0.363	0.306	1.346	183.00	183.00	0.13	0	0	0	0	0
NODE_163_length_39140_cov_53.638353	39140	49.77	53.638353	47	1.20	0.440	0.336	0.808	168.00	168.00	0.09	0	2	0	0	0
NODE_164_length_39040_cov_53.785874	39040	49.37	53.785874	51	1.31	0.403	0.252	0.700	298.00	298.00	0.16	0	0	0	0	0
NODE_165_length_38842_cov_54.190430	38842	49.51	54.19043	48	1.24	0.469	0.367	0.600	275.00	275.00	0.08	0	0	0	0	0
NODE_166_length_38740_cov_53.866694	38740	49.23	53.866694	40	1.03	0.408	0.306	1.353	225.00	225.00	0.07	0	0	0	0	0
NODE_167_length_38502_cov_49.106701	38502	49.74	49.106701	51	1.32	0.397	0.285	0.962	305.00	305.00	0.08	0	0	0	0	0
NODE_168_length_38476_cov_55.545040	38476	49.12	55.54504	44	1.14	0.372	0.306	0.913	398.00	398.00	0.07	0	0	0	0	0
NODE_169_length_38421_cov_51.524098	38421	49.50	51.524098	54	1.41	0.423	0.280	1.160	156.00	156.00	0.13	0	0	0	0	0
NODE_170_length_38326_cov_53.856781	38326	49.04	53.856781	45	1.17	0.397	0.309	1.143	243.50	243.50	0.11	0	0	0	0	0
NODE_171_length_38272_cov_54.278152	38272	48.76	54.278152	54	1.41	0.315	0.241	0.500	227.00	227.00	0.06	0	0	0	0	0
NODE_172_length_38265_cov_54.954593	38265	47.57	54.954593	44	1.15	0.271	0.216	1.316	424.50	424.50	0.09	0	0	0	0	0
NODE_173_length_38214_cov_53.479062	38214	49.80	53.479062	49	1.28	0.428	0.333	0.581	266.00	266.00	0.06	0	0	0	0	0
NODE_174_length_38197_cov_54.519832	38197	49.53	54.519832	53	1.39	0.369	0.294	0.893	185.00	185.00	0.13	0	1	0	0	0
NODE_175_length_37854_cov_56.815920	37854	48.97	56.81592	56	1.48	0.323	0.264	0.600	227.00	227.00	0.09	0	2	0	0	0
NODE_176_length_37842_cov_97.540421	37842	49.62	97.540421	40	1.06	0.468	0.406	1.000	376.50	376.50	0.10	0	1	0	0	0
NODE_177_length_37840_cov_50.646453	37840	49.34	50.646453	50	1.32	0.426	0.314	0.562	215.00	215.00	0.14	0	0	0	0	0
NODE_178_length_37478_cov_56.690356	37478	48.43	56.690356	60	1.60	0.308	0.238	0.667	280.00	280.00	0.17	0	0	0	0	0
NODE_179_length_37355_cov_50.360212	37355	48.57	50.360212	53	1.42	0.281	0.237	0.606	278.00	278.00	0.08	0	0	0	0	0
NODE_180_length_37349_cov_49.510410	37349	49.56	49.51041	52	1.39	0.300	0.197	0.793	328.00	328.00	0.13	0	0	0	0	0
NODE_181_length_37283_cov_60.989249	37283	45.81	60.989249	46	1.23	0.566	0.496	0.917	165.00	165.00	0.11	0	0	0	0	0
NODE_182_length_37177_cov_58.039299	37177	49.41	58.039299	53	1.43	0.436	0.300	0.559	185.00	185.00	0.11	0	2	0	0	0
NODE_183_length_37153_cov_50.244525	37153	49.25	50.244525	60	1.61	0.307	0.247	1.222	237.00	237.00	0.15	0	1	0	0	0
NODE_184_length_37091_cov_53.091830	37091	47.47	53.09183	47	1.27	0.353	0.270	1.136	176.50	176.50	0.15	0	0	0	0	0
NODE_185_length_37070_cov_55.943719	37070	49.92	55.943719	54	1.46	0.423	0.347	1.250	195.00	195.00	0.15	0	0	0	0	0
NODE_186_length_36938_cov_57.612490	36938	47.77	57.61249	45	1.22	0.306	0.288	1.143	170.00	170.00	0.13	0	0	0	0	0
NODE_187_length_36802_cov_56.661511	36802	49.02	56.661511	49	1.33	0.381	0.282	1.042	208.50	208.50	0.10	0	0	0	0	0
NODE_188_length_36654_cov_56.794762	36654	46.69	56.794762	39	1.06	0.285	0.249	0.773	470.00	470.00	0.10	0	1	0	0	0
NODE_189_length_36642_cov_50.460276	36642	49.93	50.460276	57	1.56	0.347	0.240	0.966	211.00	211.00	0.12	0	1	0	0	0
NODE_190_length_36468_cov_52.619192	36468	48.54	52.619192	53	1.45	0.329	0.306	0.893	221.00	221.00	0.11	1	2	0	0	0
NODE_191_length_36308_cov_46.321631	36308	49.83	46.321631	40	1.10	0.528	0.283	0.905	231.00	231.00	0.07	0	0	0	0	0
NODE_192_length_36158_cov_53.053324	36158	49.95	53.053324	42	1.16	0.532	0.306	0.312	217.50	217.50	0.19	0	0	0	0	0
