ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS	NCLDV_HITS	NCLDV_PERCENT	NCVOG_HITS	NCVOG_PERCENT	CAPSID	RIBOSOMAL	MT	PFAM_HITS	PFAM_PERCENT
scaffold_134	32858	37.36	1	39	1.19	0.558	0.528	0.444	298.74	199.50	0.10	0	0.0000	2	5.1282	0	0	0	13	33.3333
scaffold_135	32824	39.20	1	38	1.16	0.604	0.392	0.900	295.21	144.00	0.08	0	0.0000	3	7.8947	0	0	0	14	36.8421
scaffold_136	32793	40.00	1	34	1.04	0.719	0.484	0.619	282.93	175.50	0.12	0	0.0000	0	0.0000	0	0	0	15	44.1176
scaffold_137	32347	38.33	1	35	1.08	0.583	0.594	1.059	390.23	184.00	0.11	0	0.0000	6	17.1429	0	0	0	15	42.8571
scaffold_138	31112	39.52	1	33	1.06	0.678	0.384	1.750	300.14	251.00	0.12	0	0.0000	1	3.0303	0	0	0	14	42.4242
scaffold_139	31049	40.24	1	34	1.10	0.706	0.497	1.429	251.93	180.00	0.18	0	0.0000	0	0.0000	0	0	0	9	26.4706
scaffold_140	30784	39.21	1	41	1.33	0.554	0.471	0.577	216.92	131.00	0.12	0	0.0000	1	2.4390	0	0	0	14	34.1463
scaffold_141	30719	37.88	1	34	1.11	0.602	0.398	0.545	293.74	181.00	0.00	0	0.0000	1	2.9412	0	0	0	13	38.2353
scaffold_142	30328	37.20	1	30	0.99	0.581	0.402	1.727	447.90	145.00	0.03	0	0.0000	3	10.0000	0	0	0	17	56.6667
scaffold_143	30309	39.28	1	37	1.22	0.636	0.561	0.233	207.88	191.00	0.11	0	0.0000	1	2.7027	0	0	0	21	56.7568
scaffold_144	30189	38.44	1	38	1.26	0.569	0.471	2.167	259.34	114.50	0.16	0	0.0000	2	5.2632	0	0	0	14	36.8421
scaffold_145	29762	38.35	1	26	0.87	0.843	0.677	2.714	298.73	176.00	0.00	0	0.0000	2	7.6923	0	0	0	17	65.3846
scaffold_146	29038	38.15	1	41	1.41	0.505	0.429	1.158	231.39	123.00	0.12	0	0.0000	1	2.4390	0	0	0	21	51.2195
scaffold_147	28677	38.38	1	35	1.22	0.567	0.498	0.750	279.31	172.00	0.09	0	0.0000	0	0.0000	0	0	0	17	48.5714
scaffold_148	28474	23.30	1	34	1.19	0.360	0.292	0.030	428.32	260.50	0.00	0	0.0000	0	0.0000	0	0	0	24	70.5882
scaffold_149	27715	38.06	1	32	1.15	0.621	0.432	1.000	237.35	164.00	0.03	0	0.0000	1	3.1250	0	0	0	9	28.1250
scaffold_150	27446	38.99	1	29	1.06	0.734	0.555	0.706	251.20	141.00	0.10	0	0.0000	0	0.0000	0	0	0	9	31.0345
scaffold_151	27181	38.07	1	30	1.10	0.717	0.518	1.308	195.32	110.50	0.07	0	0.0000	2	6.6667	0	0	0	14	46.6667
scaffold_152	27049	39.69	1	33	1.22	0.556	0.531	1.062	282.94	200.00	0.06	0	0.0000	2	6.0606	0	0	0	12	36.3636
scaffold_153	26135	38.81	1	33	1.26	0.463	0.285	1.062	352.74	286.00	0.06	0	0.0000	2	6.0606	0	0	0	10	30.3030
scaffold_154	26015	38.21	1	31	1.19	0.545	0.498	0.550	306.42	293.50	0.13	0	0.0000	2	6.4516	0	0	0	14	45.1613
scaffold_155	25806	37.79	1	32	1.24	0.569	0.401	0.882	265.62	59.00	0.09	0	0.0000	3	9.3750	0	0	0	10	31.2500
scaffold_156	24871	39.65	1	27	1.09	0.668	0.525	3.500	247.23	118.00	0.00	0	0.0000	2	7.4074	0	0	0	14	51.8519
scaffold_157	24664	39.73	1	25	1.01	0.787	0.627	0.667	232.50	122.00	0.12	0	0.0000	3	12.0000	0	0	0	9	36.0000
scaffold_158	23859	39.51	1	35	1.47	0.478	0.420	1.692	214.75	109.50	0.06	0	0.0000	4	11.4286	0	0	0	15	42.8571
scaffold_159	23687	38.00	1	21	0.89	0.833	0.849	2.000	296.71	248.00	0.00	0	0.0000	1	4.7619	0	0	0	3	14.2857
scaffold_160	23484	37.96	1	27	1.15	0.474	0.390	1.077	433.44	273.00	0.07	0	0.0000	1	3.7037	0	0	0	4	14.8148
scaffold_161	23470	38.87	1	30	1.28	0.466	0.450	5.000	304.67	228.00	0.00	0	0.0000	0	0.0000	0	0	0	12	40.0000
scaffold_162	23287	36.88	1	25	1.07	0.600	0.474	2.571	355.96	158.00	0.08	0	0.0000	2	8.0000	0	0	0	10	40.0000
scaffold_163	23021	37.32	1	30	1.30	0.513	0.436	3.286	261.31	166.00	0.03	0	0.0000	0	0.0000	0	0	0	6	20.0000
scaffold_164	22757	39.49	1	26	1.14	0.660	0.421	1.364	223.60	125.00	0.04	0	0.0000	0	0.0000	0	0	0	7	26.9231
scaffold_165	22719	38.40	1	25	1.10	0.585	0.489	0.923	355.30	298.00	0.08	0	0.0000	0	0.0000	0	0	0	8	32.0000
scaffold_166	22352	37.82	1	15	0.67	1.135	1.014	2.000	300.00	259.00	0.07	0	0.0000	2	13.3333	0	0	0	4	26.6667
scaffold_167	22179	37.08	1	22	0.99	0.657	0.522	1.444	370.24	347.00	0.05	0	0.0000	5	22.7273	0	0	0	11	50.0000
scaffold_168	22144	40.04	1	21	0.95	0.687	0.456	0.909	438.33	274.00	0.05	0	0.0000	1	4.7619	0	0	0	9	42.8571
scaffold_169	21804	38.84	1	22	1.01	0.683	0.722	1.444	309.10	242.00	0.05	0	0.0000	2	9.0909	0	0	0	8	36.3636
scaffold_170	21696	38.35	1	31	1.43	0.524	0.402	1.818	178.72	161.00	0.06	0	0.0000	3	9.6774	0	0	0	17	54.8387
scaffold_171	21352	40.60	1	20	0.94	0.624	0.452	0.818	496.94	252.50	0.10	0	0.0000	1	5.0000	0	0	0	8	40.0000
scaffold_172	21341	38.24	1	30	1.41	0.444	0.400	0.500	332.79	85.50	0.17	0	0.0000	1	3.3333	0	0	0	16	53.3333
scaffold_173	21305	39.39	1	27	1.27	0.488	0.459	0.688	394.29	133.00	0.22	0	0.0000	0	0.0000	0	0	0	11	40.7407
scaffold_174	21270	41.61	1	16	0.75	0.725	0.758	0.455	553.50	477.00	0.00	0	0.0000	2	12.5000	0	0	0	3	18.7500
scaffold_175	21122	37.12	1	23	1.09	0.687	0.582	0.769	252.57	109.00	0.09	0	0.0000	0	0.0000	0	0	0	5	21.7391
scaffold_176	21097	40.24	1	17	0.81	1.068	0.492	2.400	189.13	71.00	0.06	0	0.0000	1	5.8824	0	0	0	7	41.1765
scaffold_177	20722	37.66	1	30	1.45	0.466	0.393	2.000	256.65	96.50	0.10	0	0.0000	0	0.0000	0	0	0	8	26.6667
scaffold_178	20488	37.72	1	26	1.27	0.553	0.387	1.364	270.65	112.00	0.04	0	0.0000	2	7.6923	0	0	0	12	46.1538
scaffold_179	20212	37.12	1	20	0.99	0.538	0.346	1.857	528.83	413.50	0.10	0	0.0000	1	5.0000	0	0	0	10	50.0000
scaffold_180	20040	37.49	1	17	0.85	0.880	0.801	0.545	275.65	260.00	0.00	0	0.0000	3	17.6471	0	0	0	8	47.0588
scaffold_181	19856	40.46	1	19	0.96	0.869	0.828	0.357	213.81	126.00	0.16	0	0.0000	5	26.3158	0	0	0	14	73.6842
scaffold_182	19759	38.35	1	25	1.27	0.480	0.288	1.500	346.09	194.50	0.08	0	0.0000	3	12.0000	0	0	0	8	32.0000
scaffold_183	19491	38.54	1	19	0.97	0.752	0.513	3.750	284.28	188.00	0.05	0	0.0000	3	15.7895	0	0	0	10	52.6316
scaffold_184	19420	38.01	1	24	1.24	0.585	0.417	0.143	235.61	108.00	0.04	0	0.0000	4	16.6667	0	0	0	10	41.6667
scaffold_185	19399	40.26	1	27	1.39	0.548	0.489	0.286	179.81	140.50	0.04	0	0.0000	7	25.9259	0	0	0	22	81.4815
scaffold_186	19302	38.28	1	17	0.88	0.737	0.672	1.429	391.25	356.50	0.06	0	0.0000	1	5.8824	0	0	0	4	23.5294
