NCVOG_gene	ARG085	Burma_1F	CCIBt4013	CIRM-AVA-1-Amber	CIRM-AVA-1-Meiospore	CIRM-AVA-1-Orange	California_12	JEL0065	JEL0095	JEL0112	JEL0117	JEL0120	JEL0129	JEL0176	JEL0318	JEL0345	JEL0379	JEL0388	JEL0389	JEL0407	JEL0476	JEL0513	JEL0522	JEL0563	JEL0566	JEL0567	JEL0680	JEL0695	JEL0708	JEL0728	JEL0729	JEL0754	JEL0764	JEL0774	JEL0797	JEL0801	JEL0829	JEL0837	JEL0838	JEL0842	JEL0847	JEL0866	JEL0888	JEL0916	JEL0917	KLL_TL_06062013	PLAUS21	WJD170
NCVOG0699	NODE_53_length_121316_cov_13.183613_62 NODE_53_length_121316_cov_13.183613:50119..51462(-)	NODE_14_length_346647_cov_16.546608_76 NODE_14_length_346647_cov_16.546608:93591..94940(+)	NODE_211_length_15234_cov_38.622485_9 NODE_211_length_15234_cov_38.622485:5900..9991(-)	NODE_2523_length_4986_cov_1.748327_6 NODE_2523_length_4986_cov_1.748327:2770..3336(+)	NODE_3210_length_2296_cov_46.369478_4 NODE_3210_length_2296_cov_46.369478:1494..2294(+)		NODE_1719_length_6818_cov_22.058152_3 NODE_1719_length_6818_cov_22.058152:724..1776(-)	NODE_3169_length_2771_cov_4.094284_1 NODE_3169_length_2771_cov_4.094284:2..1552(+)	NODE_361_length_21138_cov_54.923555_9 NODE_361_length_21138_cov_54.923555:9617..12769(+)	NODE_865_length_3087_cov_3.404319_2 NODE_865_length_3087_cov_3.404319:925..3087(+)	NODE_130_length_9687_cov_5.586056_9 NODE_130_length_9687_cov_5.586056:6741..9485(+)	NODE_86_length_473_cov_17.810606_1 NODE_86_length_473_cov_17.810606:2..472(+)	NODE_538_length_8729_cov_10.328056_2 NODE_538_length_8729_cov_10.328056:1066..4065(-)	NODE_66_length_88257_cov_4.890270_59 NODE_66_length_88257_cov_4.890270:48843..50186(-)	NODE_830_length_14918_cov_52.696651_3 NODE_830_length_14918_cov_52.696651:786..2075(+)	NODE_40_length_134134_cov_6.314046_54 NODE_40_length_134134_cov_6.314046:45837..47180(-)	NODE_149_length_35524_cov_13.483059_15 NODE_149_length_35524_cov_13.483059:9846..11426(-)	NODE_28_length_206709_cov_9.993486_92 NODE_28_length_206709_cov_9.993486:71896..74796(-)	NODE_25_length_411352_cov_36.692721_75 NODE_25_length_411352_cov_36.692721:53159..54820(+)	NODE_87_length_41110_cov_23.307094_24 NODE_87_length_41110_cov_23.307094:20334..22205(-)	NODE_231_length_21561_cov_86.563902_1 NODE_231_length_21561_cov_86.563902:435..2429(+)	NODE_81_length_26347_cov_14.565778_13 NODE_81_length_26347_cov_14.565778:18571..20535(-)	NODE_127_length_64304_cov_6.541027_25 NODE_127_length_64304_cov_6.541027:20221..22407(-)	NODE_33_length_249778_cov_12.302430_98 NODE_33_length_249778_cov_12.302430:73387..74574(+)	NODE_127_length_10791_cov_23.388557_11 NODE_127_length_10791_cov_23.388557:6595..8328(-)	NODE_9_length_662911_cov_22.059612_741 NODE_9_length_662911_cov_22.059612:622034..623767(+)	NODE_1687_length_1799_cov_29.090012_1 NODE_1687_length_1799_cov_29.090012:3..1340(-)	NODE_58_length_127029_cov_5.701588_127 NODE_58_length_127029_cov_5.701588:123065..125125(-)	NODE_38_length_136462_cov_14.617989_20 NODE_38_length_136462_cov_14.617989:24525..27395(-)	NODE_387_length_6359_cov_19.092168_3 NODE_387_length_6359_cov_19.092168:1206..3041(+)	NODE_2188_length_4395_cov_13.896480_2 NODE_2188_length_4395_cov_13.896480:359..2989(+)	NODE_812_length_15831_cov_5.478989_7 NODE_812_length_15831_cov_5.478989:5187..7745(-)	NODE_108_length_114994_cov_5.417623_125 NODE_108_length_114994_cov_5.417623:94347..96497(+)	NODE_572_length_7001_cov_10.828423_7 NODE_572_length_7001_cov_10.828423:4716..6104(+)	NODE_196_length_26976_cov_5.194431_16 NODE_196_length_26976_cov_5.194431:7364..8920(-)	NODE_283_length_4300_cov_6.991949_2 NODE_283_length_4300_cov_6.991949:1164..3221(+)	NODE_92_length_47567_cov_26.167319_6 NODE_92_length_47567_cov_26.167319:3697..5100(+)	NODE_3_length_18979_cov_14.315052_4 NODE_3_length_18979_cov_14.315052:5360..6574(-)	NODE_13_length_67239_cov_24.797817_57 NODE_13_length_67239_cov_24.797817:58833..60776(-)	NODE_294_length_21297_cov_8.692413_2 NODE_294_length_21297_cov_8.692413:1623..3563(+)	NODE_1113_length_3461_cov_24.104314_3 NODE_1113_length_3461_cov_24.104314:1635..3440(+)	NODE_1121_length_3573_cov_24.641590_1 NODE_1121_length_3573_cov_24.641590:1..2121(+)	NODE_240_length_18128_cov_32.070190_2 NODE_240_length_18128_cov_32.070190:1177..3255(+)	NODE_2210_length_6242_cov_38.218005_1 NODE_2210_length_6242_cov_38.218005:2019..4481(+)	NODE_125_length_11088_cov_5.999092_5 NODE_125_length_11088_cov_5.999092:4606..6549(-)	NODE_63_length_82348_cov_5.768848_86 NODE_63_length_82348_cov_5.768848:63540..65249(+)	NODE_26_length_54284_cov_201.148782_56 NODE_26_length_54284_cov_201.148782:49628..51454(-)	NODE_1144_length_10495_cov_12.870225_8 NODE_1144_length_10495_cov_12.870225:6269..7927(+)
NCVOG0706				NODE_39854_length_329_cov_1.569343_1 NODE_39854_length_329_cov_1.569343:3..329(+)																				NODE_12_length_420860_cov_12.475231_384 NODE_12_length_420860_cov_12.475231:317814..318176(+)																			NODE_886_length_8115_cov_29.674048_7 NODE_886_length_8115_cov_29.674048:4934..5887(+)					
NCVOG0710	NODE_702_length_9266_cov_8.325716_8 NODE_702_length_9266_cov_8.325716:4805..5686(-)	NODE_220_length_16848_cov_21.658875_14 NODE_220_length_16848_cov_21.658875:10758..14132(-)	NODE_211_length_15234_cov_38.622485_9 NODE_211_length_15234_cov_38.622485:5900..9991(-)	NODE_11206_length_1261_cov_3.367021_1 NODE_11206_length_1261_cov_3.367021:1..777(-)	NODE_3210_length_2296_cov_46.369478_4 NODE_3210_length_2296_cov_46.369478:1494..2294(+)		NODE_74_length_38709_cov_31.861410_21 NODE_74_length_38709_cov_31.861410:20135..23989(-)	NODE_2768_length_3873_cov_3.847998_3 NODE_2768_length_3873_cov_3.847998:1358..2671(+)	NODE_361_length_21138_cov_54.923555_9 NODE_361_length_21138_cov_54.923555:9617..12769(+)	NODE_865_length_3087_cov_3.404319_2 NODE_865_length_3087_cov_3.404319:925..3087(+)	NODE_130_length_9687_cov_5.586056_9 NODE_130_length_9687_cov_5.586056:6741..9485(+)	NODE_86_length_473_cov_17.810606_1 NODE_86_length_473_cov_17.810606:2..472(+)	NODE_538_length_8729_cov_10.328056_2 NODE_538_length_8729_cov_10.328056:1066..4065(-)	NODE_1518_length_3397_cov_5.602108_2 NODE_1518_length_3397_cov_5.602108:100..1401(-)	NODE_238_length_33138_cov_54.321557_25 NODE_238_length_33138_cov_54.321557:17302..18363(+)	NODE_67_length_98497_cov_6.494701_62 NODE_67_length_98497_cov_6.494701:43028..44029(-)	NODE_149_length_35524_cov_13.483059_15 NODE_149_length_35524_cov_13.483059:9846..11426(-)	NODE_404_length_15484_cov_9.055689_11 NODE_404_length_15484_cov_9.055689:10421..13594(-)	NODE_1_length_1080013_cov_36.967135_596 NODE_1_length_1080013_cov_36.967135:455612..457183(+)	NODE_87_length_41110_cov_23.307094_24 NODE_87_length_41110_cov_23.307094:20334..22205(-)	NODE_197_length_23628_cov_85.143433_16 NODE_197_length_23628_cov_85.143433:11852..14029(+)	NODE_874_length_12165_cov_18.890884_2 NODE_874_length_12165_cov_18.890884:2264..4219(-)	NODE_127_length_64304_cov_6.541027_25 NODE_127_length_64304_cov_6.541027:20221..22407(-)	NODE_15_length_364944_cov_12.534884_382 NODE_15_length_364944_cov_12.534884:297675..299381(+)	NODE_41_length_207175_cov_22.298094_218 NODE_41_length_207175_cov_22.298094:198451..200049(-)	NODE_2_length_1088676_cov_22.502070_535 NODE_2_length_1088676_cov_22.502070:441648..443117(-)	NODE_89_length_17977_cov_38.284637_11 NODE_89_length_17977_cov_38.284637:7685..8530(-)	NODE_155_length_68474_cov_5.602863_54 NODE_155_length_68474_cov_5.602863:45184..46260(-)	NODE_38_length_136462_cov_14.617989_20 NODE_38_length_136462_cov_14.617989:24525..27395(-)	NODE_242_length_7638_cov_17.465018_1 NODE_242_length_7638_cov_17.465018:105..614(-)	NODE_2210_length_4303_cov_15.717227_1 NODE_2210_length_4303_cov_15.717227:3..1808(+)	NODE_812_length_15831_cov_5.478989_7 NODE_812_length_15831_cov_5.478989:5187..7745(-)	NODE_368_length_39042_cov_6.101396_11 NODE_368_length_39042_cov_6.101396:8153..10849(+)	NODE_822_length_5068_cov_9.987978_9 NODE_822_length_5068_cov_9.987978:2587..3924(-)	NODE_196_length_26976_cov_5.194431_16 NODE_196_length_26976_cov_5.194431:7364..8920(-)	NODE_1189_length_2740_cov_10.820879_1 NODE_1189_length_2740_cov_10.820879:46..1188(-)	NODE_32_length_110344_cov_25.069731_106 NODE_32_length_110344_cov_25.069731:80682..81596(+)		NODE_66_length_26056_cov_21.814812_8 NODE_66_length_26056_cov_21.814812:8179..9429(+)	NODE_1572_length_1384_cov_15.500383_1 NODE_1572_length_1384_cov_15.500383:1..819(+)	NODE_1504_length_2464_cov_38.479682_2 NODE_1504_length_2464_cov_38.479682:745..2175(+)	NODE_897_length_4701_cov_42.221790_5 NODE_897_length_4701_cov_42.221790:2969..4399(+)	NODE_733_length_9412_cov_29.332941_8 NODE_733_length_9412_cov_29.332941:7730..9331(-)	NODE_2210_length_6242_cov_38.218005_1 NODE_2210_length_6242_cov_38.218005:2019..4481(+)	NODE_1054_length_3535_cov_7.262290_1 NODE_1054_length_3535_cov_7.262290:26..2668(+)	NODE_63_length_82348_cov_5.768848_86 NODE_63_length_82348_cov_5.768848:63540..65249(+)	NODE_622_length_3095_cov_189.892644_1 NODE_622_length_3095_cov_189.892644:1..1053(+)	NODE_1144_length_10495_cov_12.870225_8 NODE_1144_length_10495_cov_12.870225:6269..7927(+)
NCVOG0711					NODE_745_length_7932_cov_37.928653_2 NODE_745_length_7932_cov_37.928653:1813..2292(-)	NODE_4004_length_1499_cov_5.941136_1 NODE_4004_length_1499_cov_5.941136:888..1367(+)														NODE_57_length_49778_cov_22.381924_44 NODE_57_length_49778_cov_22.381924:35874..36767(+)								NODE_266_length_46349_cov_5.644061_31 NODE_266_length_46349_cov_5.644061:28510..29031(-)	NODE_15_length_512759_cov_15.568696_502 NODE_15_length_512759_cov_15.568696:496964..497461(-)																			
NCVOG0717				NODE_8504_length_1654_cov_1.269543_2 NODE_8504_length_1654_cov_1.269543:605..1297(+)																											NODE_5_length_211366_cov_9.450468_177 NODE_5_length_211366_cov_9.450468:199810..200250(-)																	
NCVOG0719	NODE_172_length_51651_cov_13.379610_53 NODE_172_length_51651_cov_13.379610:43334..43708(+)	NODE_43_length_179877_cov_20.516426_133 NODE_43_length_179877_cov_20.516426:150066..150980(+)	NODE_4330_length_3718_cov_32.631695_2 NODE_4330_length_3718_cov_32.631695:2279..3319(-)	NODE_2659_length_4772_cov_2.281959_2 NODE_2659_length_4772_cov_2.281959:207..983(+)	NODE_104_length_16984_cov_37.698565_3 NODE_104_length_16984_cov_37.698565:6231..7013(-)	NODE_58_length_17703_cov_10.750057_21 NODE_58_length_17703_cov_10.750057:16435..17217(+)	NODE_621_length_15236_cov_13.723860_4 NODE_621_length_15236_cov_13.723860:1134..1616(-)	NODE_197_length_34594_cov_4.503621_7 NODE_197_length_34594_cov_4.503621:6230..6853(-)	NODE_11_length_74694_cov_37.276559_9 NODE_11_length_74694_cov_37.276559:5601..6044(+)	NODE_117_length_57580_cov_4.642280_45 NODE_117_length_57580_cov_4.642280:26341..26940(+)	NODE_4966_length_1859_cov_6.025253_2 NODE_4966_length_1859_cov_6.025253:966..1859(-)				NODE_823_length_15027_cov_48.963278_20 NODE_823_length_15027_cov_48.963278:12827..13984(-)	NODE_2291_length_1404_cov_11.514695_2 NODE_2291_length_1404_cov_11.514695:617..931(-)	NODE_22_length_253920_cov_14.087361_273 NODE_22_length_253920_cov_14.087361:240573..241100(-)	NODE_49_length_166432_cov_9.385687_24 NODE_49_length_166432_cov_9.385687:22805..23131(-)	NODE_7_length_855419_cov_36.795681_1078 NODE_7_length_855419_cov_36.795681:841427..841927(-)		NODE_1472_length_4220_cov_43.610427_5 NODE_1472_length_4220_cov_43.610427:3370..3699(+)		NODE_31_length_131329_cov_6.467768_150 NODE_31_length_131329_cov_6.467768:118198..118527(-)	NODE_60_length_133443_cov_12.304973_93 NODE_60_length_133443_cov_12.304973:80155..80517(+)	NODE_42_length_195028_cov_22.226180_8 NODE_42_length_195028_cov_22.226180:4816..5250(+)	NODE_18_length_492963_cov_22.355711_655 NODE_18_length_492963_cov_22.355711:480520..481029(-)	NODE_330_length_9031_cov_22.721019_4 NODE_330_length_9031_cov_22.721019:2163..2639(-)	NODE_179_length_63967_cov_5.778400_24 NODE_179_length_63967_cov_5.778400:21017..21709(-)	NODE_25_length_315491_cov_15.729600_146 NODE_25_length_315491_cov_15.729600:143476..144045(+)	NODE_79_length_10809_cov_22.272270_5 NODE_79_length_10809_cov_22.272270:5911..6273(+)	NODE_999_length_11808_cov_21.068792_12 NODE_999_length_11808_cov_21.068792:7987..8832(-)	NODE_154_length_51753_cov_5.949880_19 NODE_154_length_51753_cov_5.949880:13419..13757(-)	NODE_32_length_213570_cov_5.697086_10 NODE_32_length_213570_cov_5.697086:6424..7356(+)	NODE_1221_length_3713_cov_11.031078_1 NODE_1221_length_3713_cov_11.031078:96..341(-)	NODE_697_length_12544_cov_5.554504_19 NODE_697_length_12544_cov_5.554504:11507..12001(+)		NODE_39_length_100119_cov_24.508127_99 NODE_39_length_100119_cov_24.508127:70714..71313(+)		NODE_963_length_3414_cov_23.096794_4 NODE_963_length_3414_cov_23.096794:1320..1841(+)	NODE_28_length_155344_cov_8.499102_80 NODE_28_length_155344_cov_8.499102:57363..57623(+)	NODE_358_length_9252_cov_24.706703_9 NODE_358_length_9252_cov_24.706703:5075..5494(-)	NODE_486_length_8083_cov_26.715963_5 NODE_486_length_8083_cov_26.715963:2168..2587(+)	NODE_168_length_21720_cov_37.927505_12 NODE_168_length_21720_cov_37.927505:18262..18636(-)	NODE_5670_length_1761_cov_2.535036_1 NODE_5670_length_1761_cov_2.535036:36..1151(-)	NODE_5450_length_1527_cov_6.973793_2 NODE_5450_length_1527_cov_6.973793:555..1073(-)	NODE_291_length_30641_cov_5.997317_18 NODE_291_length_30641_cov_5.997317:12701..13012(-)	NODE_4013_length_1011_cov_173.647752_1 NODE_4013_length_1011_cov_173.647752:3..296(-)	NODE_2384_length_4232_cov_15.578821_8 NODE_2384_length_4232_cov_15.578821:3445..3792(-)
NCVOG0720	NODE_394_length_19874_cov_8.741375_13 NODE_394_length_19874_cov_8.741375:6531..6989(+)		NODE_7817_length_2144_cov_33.021287_1 NODE_7817_length_2144_cov_33.021287:1173..1793(-)	NODE_7972_length_1768_cov_1.546410_2 NODE_7972_length_1768_cov_1.546410:911..1675(-)				NODE_1498_length_9834_cov_4.107820_9 NODE_1498_length_9834_cov_4.107820:5781..6329(+)	NODE_78_length_44714_cov_35.608329_2 NODE_78_length_44714_cov_35.608329:375..1025(+)	NODE_5_length_214470_cov_4.365240_107 NODE_5_length_214470_cov_4.365240:92849..93631(+)	NODE_40772_length_314_cov_6.405063_1 NODE_40772_length_314_cov_6.405063:1..312(+)		NODE_5_length_215145_cov_9.883588_141 NODE_5_length_215145_cov_9.883588:120760..121542(-)	NODE_446_length_18211_cov_5.029778_7 NODE_446_length_18211_cov_5.029778:3331..4038(+)		NODE_1712_length_1943_cov_11.892819_1 NODE_1712_length_1943_cov_11.892819:3..545(-)	NODE_75_length_114253_cov_15.608578_11 NODE_75_length_114253_cov_15.608578:8029..8526(+)		NODE_5_length_957006_cov_36.879400_36 NODE_5_length_957006_cov_36.879400:33648..34022(+)			NODE_6324_length_1579_cov_8.692410_1 NODE_6324_length_1579_cov_8.692410:733..1464(+)		NODE_19_length_322426_cov_12.666197_166 NODE_19_length_322426_cov_12.666197:154067..154846(+)	NODE_29_length_245252_cov_22.848826_266 NODE_29_length_245252_cov_22.848826:220890..221630(-)	NODE_3_length_908072_cov_22.624130_91 NODE_3_length_908072_cov_22.624130:71838..72335(+)	NODE_3046_length_1033_cov_28.104603_2 NODE_3046_length_1033_cov_28.104603:519..1031(-)	NODE_907_length_11131_cov_3.221277_2 NODE_907_length_11131_cov_3.221277:432..839(-)	NODE_6_length_802021_cov_15.519641_79 NODE_6_length_802021_cov_15.519641:77587..78033(-)	NODE_7385_length_478_cov_10.867830_2 NODE_7385_length_478_cov_10.867830:242..478(-)	NODE_17_length_110342_cov_9.259693_69 NODE_17_length_110342_cov_9.259693:87895..88380(+)			NODE_206_length_31509_cov_8.539768_20 NODE_206_length_31509_cov_8.539768:14410..14952(+)	NODE_846_length_10562_cov_5.277253_11 NODE_846_length_10562_cov_5.277253:5024..5947(+)		NODE_15_length_156054_cov_27.270968_160 NODE_15_length_156054_cov_27.270968:139774..140451(+)			NODE_332_length_16246_cov_8.089307_15 NODE_332_length_16246_cov_8.089307:10709..11101(+)	NODE_6395_length_631_cov_11.662455_2 NODE_6395_length_631_cov_11.662455:212..631(-)	NODE_5926_length_631_cov_13.570397_2 NODE_5926_length_631_cov_13.570397:212..631(-)	NODE_3187_length_1246_cov_27.956373_2 NODE_3187_length_1246_cov_27.956373:529..972(+)		NODE_120_length_11310_cov_5.905546_14 NODE_120_length_11310_cov_5.905546:9085..9675(+)		NODE_1452_length_1925_cov_179.373918_2 NODE_1452_length_1925_cov_179.373918:371..1021(+)	
NCVOG0723																	NODE_3_length_456261_cov_13.924154_477 NODE_3_length_456261_cov_13.924154:415301..415552(-)		NODE_23_length_440405_cov_36.880430_349 NODE_23_length_440405_cov_36.880430:303040..303495(+)					NODE_22_length_298630_cov_12.635105_148 NODE_22_length_298630_cov_12.635105:132334..132570(-)	NODE_4_length_797427_cov_22.570721_587 NODE_4_length_797427_cov_22.570721:476882..477232(+)				NODE_1_length_1869972_cov_16.027777_562 NODE_1_length_1869972_cov_16.027777:534804..535784(+)	NODE_12166_length_337_cov_16.415385_1 NODE_12166_length_337_cov_16.415385:79..336(+)				NODE_1202_length_3751_cov_13.967066_2 NODE_1202_length_3751_cov_13.967066:1133..1972(-)					NODE_61_length_26919_cov_22.797139_41 NODE_61_length_26919_cov_22.797139:26190..26651(-)		NODE_578_length_6719_cov_24.475459_6 NODE_578_length_6719_cov_24.475459:4407..4793(+)	NODE_425_length_8959_cov_25.986041_7 NODE_425_length_8959_cov_25.986041:4307..4693(+)					NODE_170_length_6734_cov_190.706625_2 NODE_170_length_6734_cov_190.706625:313..699(-)	
NCVOG0727																																				NODE_559_length_3524_cov_8.947200_5 NODE_559_length_3524_cov_8.947200:2730..3524(+)												
NCVOG0728		NODE_63_length_142079_cov_20.353685_23 NODE_63_length_142079_cov_20.353685:23028..24164(-)	NODE_55_length_22402_cov_41.063785_4 NODE_55_length_22402_cov_41.063785:2806..4686(-)	NODE_271_length_17568_cov_6.633301_10 NODE_271_length_17568_cov_6.633301:13575..15044(+)					NODE_272_length_26106_cov_40.372469_13 NODE_272_length_26106_cov_40.372469:16913..21376(+)										NODE_51_length_110794_cov_36.733347_45 NODE_51_length_110794_cov_36.733347:36981..41816(-)		NODE_839_length_7679_cov_76.572086_6 NODE_839_length_7679_cov_76.572086:6700..7149(-)	NODE_2210_length_6709_cov_18.039053_7 NODE_2210_length_6709_cov_18.039053:3247..3714(-)	NODE_306_length_21129_cov_6.581370_26 NODE_306_length_21129_cov_6.581370:20150..20599(-)	NODE_76_length_106157_cov_139.310945_68 NODE_76_length_106157_cov_139.310945:72888..77201(-)	NODE_112_length_19175_cov_23.360561_16 NODE_112_length_19175_cov_23.360561:15768..17282(-)	NODE_9_length_662911_cov_22.059612_746 NODE_9_length_662911_cov_22.059612:629813..634765(+)		NODE_58_length_127029_cov_5.701588_43 NODE_58_length_127029_cov_5.701588:45747..46259(-)	NODE_1_length_1869972_cov_16.027777_525 NODE_1_length_1869972_cov_16.027777:491282..492727(-)	NODE_838_length_4561_cov_21.855486_4 NODE_838_length_4561_cov_21.855486:1675..3594(+)	NODE_560_length_18211_cov_17.847965_17 NODE_560_length_18211_cov_17.847965:17113..18183(+)								NODE_237_length_13308_cov_22.034540_9 NODE_237_length_13308_cov_22.034540:8381..10336(-)		NODE_2085_length_1601_cov_24.583333_3 NODE_2085_length_1601_cov_24.583333:1236..1601(-)	NODE_1609_length_2094_cov_27.963312_4 NODE_1609_length_2094_cov_27.963312:1729..2094(-)				NODE_1817_length_2080_cov_10.188218_2 NODE_1817_length_2080_cov_10.188218:923..2080(-)	NODE_112_length_8989_cov_203.917864_2 NODE_112_length_8989_cov_203.917864:257..2035(-)	
NCVOG0729	NODE_290_length_29220_cov_9.283155_43 NODE_290_length_29220_cov_9.283155:27052..27645(+)	NODE_47_length_175474_cov_20.990365_51 NODE_47_length_175474_cov_20.990365:57769..59826(-)	NODE_7575_length_2224_cov_41.695855_2 NODE_7575_length_2224_cov_41.695855:1796..2224(+)	NODE_99_length_28229_cov_5.242174_2 NODE_99_length_28229_cov_5.242174:1004..3124(+)	NODE_291_length_11887_cov_18.630916_4 NODE_291_length_11887_cov_18.630916:8683..10272(+)	NODE_3340_length_1914_cov_3.011296_1 NODE_3340_length_1914_cov_3.011296:400..1914(-)	NODE_2112_length_5360_cov_16.387848_4 NODE_2112_length_5360_cov_16.387848:3784..5358(-)	NODE_186_length_35350_cov_4.956482_18 NODE_186_length_35350_cov_4.956482:16068..16592(+)	NODE_238_length_27611_cov_35.584005_23 NODE_238_length_27611_cov_35.584005:18520..19461(+)	NODE_8_length_195865_cov_4.472603_29 NODE_8_length_195865_cov_4.472603:19317..19568(-)	NODE_4175_length_2043_cov_6.389624_2 NODE_4175_length_2043_cov_6.389624:1721..2041(+)		NODE_9_length_195692_cov_9.770600_28 NODE_9_length_195692_cov_9.770600:19803..20054(-)	NODE_2163_length_1917_cov_6.029348_2 NODE_2163_length_1917_cov_6.029348:1361..1915(+)	NODE_998_length_12360_cov_51.838476_3 NODE_998_length_12360_cov_51.838476:1690..1971(-)	NODE_852_length_3952_cov_8.864774_3 NODE_852_length_3952_cov_8.864774:1455..2702(-)	NODE_35_length_193329_cov_14.106633_221 NODE_35_length_193329_cov_14.106633:186927..187925(-)	NODE_95_length_102824_cov_18.686940_127 NODE_95_length_102824_cov_18.686940:85472..86536(+)	NODE_7_length_855419_cov_36.795681_62 NODE_7_length_855419_cov_36.795681:44283..45287(+)	NODE_602_length_6089_cov_27.050898_1 NODE_602_length_6089_cov_27.050898:606..1103(-)		NODE_1252_length_10077_cov_18.783700_2 NODE_1252_length_10077_cov_18.783700:1839..2249(-)		NODE_122_length_30593_cov_11.951173_28 NODE_122_length_30593_cov_11.951173:18752..20119(+)	NODE_21_length_309912_cov_22.369270_379 NODE_21_length_309912_cov_22.369270:285503..286426(-)	NODE_16_length_529407_cov_22.593280_282 NODE_16_length_529407_cov_22.593280:206812..207816(+)	NODE_2699_length_1119_cov_30.272553_1 NODE_2699_length_1119_cov_30.272553:54..998(-)	NODE_392_length_34358_cov_5.942359_11 NODE_392_length_34358_cov_5.942359:6833..7804(-)	NODE_19_length_416294_cov_15.530771_54 NODE_19_length_416294_cov_15.530771:43580..45607(-)	NODE_1904_length_2730_cov_19.022993_3 NODE_1904_length_2730_cov_19.022993:963..1544(+)	NODE_454_length_20932_cov_9.879981_17 NODE_454_length_20932_cov_9.879981:14960..16984(-)	NODE_9_length_128154_cov_5.776650_38 NODE_9_length_128154_cov_5.776650:31323..32381(+)	NODE_161_length_87439_cov_5.846674_64 NODE_161_length_87439_cov_5.846674:52087..52311(-)	NODE_14_length_229765_cov_8.090166_72 NODE_14_length_229765_cov_8.090166:51840..52235(+)	NODE_243_length_25071_cov_5.174682_12 NODE_243_length_25071_cov_5.174682:6320..6751(-)	NODE_6845_length_1182_cov_9.029864_1 NODE_6845_length_1182_cov_9.029864:1..558(-)	NODE_99_length_43921_cov_25.064296_38 NODE_99_length_43921_cov_25.064296:32095..32433(-)		NODE_152_length_17164_cov_22.389536_19 NODE_152_length_17164_cov_22.389536:14644..15231(-)	NODE_138_length_58419_cov_8.350108_52 NODE_138_length_58419_cov_8.350108:38484..39425(-)	NODE_5_length_95801_cov_26.125998_111 NODE_5_length_95801_cov_26.125998:93316..93903(-)	NODE_4_length_105684_cov_26.617611_3 NODE_4_length_105684_cov_26.617611:1899..2486(+)	NODE_299_length_16374_cov_34.839357_22 NODE_299_length_16374_cov_34.839357:15105..16127(+)	NODE_375_length_21445_cov_36.369665_4 NODE_375_length_21445_cov_36.369665:2505..3716(-)	NODE_2292_length_2436_cov_7.042815_1 NODE_2292_length_2436_cov_7.042815:287..817(-)	NODE_123_length_58863_cov_11.799272_18 NODE_123_length_58863_cov_11.799272:17465..18442(+)	NODE_5860_length_783_cov_205.550992_2 NODE_5860_length_783_cov_205.550992:370..783(-)	NODE_2356_length_4351_cov_12.777024_2 NODE_2356_length_4351_cov_12.777024:914..1117(-)
NCVOG0733									NODE_176_length_31365_cov_34.542189_25 NODE_176_length_31365_cov_34.542189:13735..14103(+)								NODE_184_length_17852_cov_15.088889_4 NODE_184_length_17852_cov_15.088889:2250..3311(-)		NODE_2_length_1046662_cov_36.997729_606 NODE_2_length_1046662_cov_36.997729:542377..543537(-)					NODE_3_length_607984_cov_12.710118_206 NODE_3_length_607984_cov_12.710118:169626..169991(-)	NODE_13_length_370313_cov_22.300857_434 NODE_13_length_370313_cov_22.300857:344073..345326(-)	NODE_11_length_599322_cov_22.430680_420 NODE_11_length_599322_cov_22.430680:345073..346326(-)			NODE_11_length_587177_cov_15.544386_585 NODE_11_length_587177_cov_15.544386:554563..555168(-)																			NODE_4223_length_1286_cov_8.025641_2 NODE_4223_length_1286_cov_8.025641:366..845(+)
NCVOG0743			NODE_139_length_17270_cov_41.968999_13 NODE_139_length_17270_cov_41.968999:10335..11516(-)								NODE_1743_length_3099_cov_6.338187_1 NODE_1743_length_3099_cov_6.338187:3..944(-)				NODE_67_length_55448_cov_54.452674_1 NODE_67_length_55448_cov_54.452674:56..1084(+)		NODE_248_length_3929_cov_12.543614_1 NODE_248_length_3929_cov_12.543614:309..1379(+)			NODE_196_length_18736_cov_23.136931_11 NODE_196_length_18736_cov_23.136931:8928..9755(+)		NODE_1925_length_7528_cov_17.621662_5 NODE_1925_length_7528_cov_17.621662:2751..3653(-)							NODE_35_length_162929_cov_14.581571_113 NODE_35_length_162929_cov_14.581571:113866..114567(+)				NODE_261_length_59350_cov_5.382991_71 NODE_261_length_59350_cov_5.382991:55389..56288(+)	NODE_215_length_29599_cov_7.903936_6 NODE_215_length_29599_cov_7.903936:2646..3731(+)	NODE_2367_length_3509_cov_12.092075_5 NODE_2367_length_3509_cov_12.092075:2190..3332(-)	NODE_3371_length_1793_cov_9.145688_2 NODE_3371_length_1793_cov_9.145688:1035..1793(-)									NODE_4536_length_1711_cov_5.768054_1 NODE_4536_length_1711_cov_5.768054:1..1128(+)			
